reviewer,rating,date,text,source,company,response
Ong'idi,1,2021-09-18,"I will no longer recommend bolt due to recent cases of being biased against men.Our security matters just as much as the women you purport to protect! We will no longer entertain feminism and any form of disrespect towards men, and for that am out!",app_store,bolt,False
YHWH is Perfect,1,2021-09-18,"In Kenya, this app deleted a man’s account who is a driver for speaking out after being verbally and physically abused by women.",app_store,bolt,False
jfheodoenfi,1,2021-09-17,Gender inequality,app_store,bolt,False
@real Kenyan Boy,1,2021-09-17,"You favored drunk ladies who were stoning a male driver, Reason for stoning: The driver refused his car to be turned into a brothel by the lesbian ladies who were sexually misbehaving,You went ahead and suspended the driver. You are so feminist",app_store,bolt,False
Mwanzia,1,2021-09-17,"Worst app that doesn't care about thier male workers when that are abused by thier customers.
Sh*ty customer service and performance delete immediately.",app_store,bolt,False
WellingtonIsme,1,2021-09-17,"A male driver got assaulted by female clients, an experience caught on tape. Bolt suspended the male drivers account and took no action against the perpetrators. DELETE THIS APPLICATION",app_store,bolt,False
ddcvhrssxbj,1,2021-09-17,Let’s see if the feminist will pay for the rides. You will realize men run the economy,app_store,bolt,False
oyundi,1,2021-09-17,"Ride with your wives, Pussified and feminized app",app_store,bolt,False
bolt user955,1,2021-09-17,"Overcharging 
Rude
Biased to driver
Delet app",app_store,bolt,False
hamza🤥,1,2021-09-17,Delete the rate one star gender biased app that one.,app_store,bolt,False
FK bolt,1,2021-09-17,if there could be a zero rating i would rate it zero,app_store,bolt,False
Man a Dexter,5,2021-09-17,Do not download this pathetic app .While looking for convenience while moving around please consider equality as men are also Humans and Bolt has clearly refused to acknowledge this fact ..uninstall this stupid app ASAP!!,app_store,bolt,False
romak bb,1,2021-09-17,Very useless app. Practicing gender based violence against men. They discriminate male drivers and humiliate them. Licking ladies ass,app_store,bolt,False
htdjbfdfg,1,2021-09-17,This app is pussified time men shall be respected,app_store,bolt,False
Tuseme tusiseme,1,2021-09-17,For not understanding my location. Takataka app. Enda little,app_store,bolt,False
covid19v,1,2021-09-17,Feminists,app_store,bolt,False
ENG.Alata Owino,1,2021-09-17,"If incompetency,arrogance,ignorance and stupidity all in one would’ve been an app
It would be called BOLT APP.
I don’t recommend.
Delete! Delete! Delete!",app_store,bolt,False
wasiolo,1,2021-09-17,Men deserve better. I wonder how you got the temerity to suspend a man yet he was assaulted by three women with evidence available.,app_store,bolt,False
jakombija,1,2021-09-17,Not a good app. Signing out for good,app_store,bolt,False
NewRicGuy,1,2021-09-17,Bolt is biased against men.,app_store,bolt,False
muchoki_,1,2021-09-17,Takataka,app_store,bolt,False
777 Hammer,1,2021-09-17,3 female passengers mistreat a Kenyan man working to make ends meet. Video evidence available. Bolt bends over backward and deregisters the humble driver. F* off,app_store,bolt,False
Sharmbi,1,2021-09-17,Many cases of harassment and the surge in prices is always a bit too high.,app_store,bolt,False
Captain Equality,1,2021-09-17,Men too have rights.,app_store,bolt,False
bnnrm,1,2021-09-17,The personnel are so insensitive towards men,app_store,bolt,False
Octo254,1,2021-09-17,"This is by far the worst taxi hailing service encountered. Their customer service is very wanting. 

Download the app at your own risk. 

#DeleteBoltApp",app_store,bolt,False
6701jer,1,2021-09-17,You cannot side with women yet it's evident that they are doing wrong to men. Shame on you pussified!,app_store,bolt,False
dr254,1,2021-09-17,Very poor and unethical service,app_store,bolt,False
Dr Mwash,1,2021-09-17,Very unreliable and unethical riders,app_store,bolt,False
zagadem,1,2021-09-17,You deleted a drivers account after being abused by female rider - simply because he is a man. Video Evidence is in Twitter.. Useless organization,app_store,bolt,False
Geoffreysville,1,2021-09-17,Bolt is a gender biased enterprise that’s out to criminalize Kenyan men by default. I don’t recommend!,app_store,bolt,False
samgatkit,1,2021-09-17,Terrible. Rude drivers. Dirty cars. Nothing done in terms of customer care,app_store,bolt,False
Bshop19,1,2021-09-17,The company mistreats its service people to please assaulters.,app_store,bolt,False
gauzo.pintk,1,2021-09-17,Rogue drivers who hike prices despite what is said in the app. Some try to beat you up despite you insisting on paying the required amount!! ( had a similar with Samuel Kamau who drew a knife ),app_store,bolt,False
tecnokrat,1,2021-09-17,Feminist app,app_store,bolt,False
Lilly_93,1,2021-09-17,"Kenyan women have repeatedly raised their concerns surrounding sexual violence they’ve experienced at the hands of your drivers but their complaints have gone ignored. There is no formal way to raise and have an issue followed up on within the app. If I could rate this zero stars I would, please don’t download it.",app_store,bolt,False
son of kasoka,1,2021-09-17,"For the sake of our future generation,don’t use this service,I suggest you walk if there’s no other means of transport",app_store,bolt,False
skm09200127,1,2021-09-17,"It is openly gender biased especially to men in Kenya
It’s pathetic!! If you want to take suicide...use BOLT",app_store,bolt,False
ExpNouv,1,2021-09-17,Focus on providing a safe space for all.,app_store,bolt,False
kkkkkk1400,1,2021-09-17,ABUSIVE and violent drivers. non existent customer care,app_store,bolt,False
Ckroms,1,2021-09-17,Men deserve better. #DeleteBoltApp,app_store,bolt,False
anti- discrimination,1,2021-09-17,No room for discrimination,app_store,bolt,False
Ni Mimi Tu,1,2021-09-17,"You are biased against men. The male drivers using your app are attacked by drunk hoes and you suspend the innocent driver. Surely, who does that?
Shame on you pussified administration",app_store,bolt,False
NaiGhoul,1,2021-09-17,Gender biased against male drivers.,app_store,bolt,False
Kenya's Finest,1,2021-09-17,A male driver was attacked by 3 ladies and was physically stoned by the ladies & after review they cancelled the Mans app! Bolt must Fall!,app_store,bolt,False
use 237,1,2021-09-17,poor handling of complaints,app_store,bolt,False
Bishop Kabisa,1,2021-09-17,"In view of the recent incident where three female riders/customers physically attacked a male driver destroying his personal documents and the consequent punishment of the driver(victim)by your company, I am boycotting your services until you address the issue with the fairness it deserves. We already have a society that’s continuously demeaning the relevance of men and your organization is enabling this vice..🚮🚮🚮",app_store,bolt,False
iankg,1,2021-09-17,Gender discrimination,app_store,bolt,False
okkts,1,2021-09-17,Very unethical of you,app_store,bolt,False
PhilCruze,1,2021-09-17,They are biased against men. They’re mistreating and harassing their male drivers without giving them a chance to tell their side of the story,app_store,bolt,False
Odivoh,1,2021-09-17,"The app is gender biased against male drivers. A bolt drivers car was stoned by three ladies and all they did is deactivate the drivers account, shame",app_store,bolt,False
nelson sims,5,2021-09-17,"how can you fire a man who was insulted by sluts , this is an absolute disgrace , no more bolt for men , it's a shame",app_store,bolt,False
YOUTUBE AD,1,2021-09-17,Gender inequality! Mistreating drivers! Worst customer service!,app_store,bolt,False
unfollowbolt.co.ke,1,2021-09-17,"Biased organization,if there was a zero star rating i would tap it a million times..plus when amerix says its bad,ITS BAD!",app_store,bolt,False
bontez,1,2021-09-17,"This app doesn’t care about the welfare of men and will easily destroy men, don’t use it.",app_store,bolt,False
Lui.spot,1,2021-09-17,"I understand that you guys are trying to make women safe with your services maybe because you have more female customers in KE than men. But the women were clearly on the wrong pelting stones, hurled abuses brought an UBER and they outnumbered the guy who stood there with his camera for the record but you still sided with them ladies because...? For now imma uninstall this app until y’all resolve this. SMH",app_store,bolt,False
